,NO,NO2,SO2
3428.0cm-1,-2.850945491114024e+22,-1.959091072560244e+21,3.0468545983700487e+22
3429.0cm-1,-2.6618470599944246e+22,-2.595209769692686e+21,2.9213680369636896e+22
3430.0cm-1,-2.6424098463646705e+22,-6.9468523540695e+21,3.3370950817715644e+22
3431.0cm-1,-1.4585249062836287e+23,2.256180330536695e+22,1.2329068732299411e+23
3432.0cm-1,-5.20921119695057e+22,4.1449262684204397e+21,4.794718570108521e+22
3433.0cm-1,-1.9944946187219983e+22,-3.579002084822938e+21,2.352394827204299e+22
3434.0cm-1,-1.8161244005383822e+22,-4.384550301813517e+21,2.2545794307197254e+22
3435.0cm-1,-7.586462749913686e+21,3.81858843723459e+22,-3.0599421622432202e+22
3436.0cm-1,-2.845706304851415e+21,-6.362931094423047e+20,3.4819994142937123e+21
3437.0cm-1,-2.3084354152821984e+22,2.6492478656650376e+22,-3.4081245038279304e+21
3438.0cm-1,-3.490072993428763e+22,-5.6777276496308e+21,4.057845758391903e+22
3439.0cm-1,-4.2615770616200985e+21,-1.1947066376858454e+21,5.456283699305922e+21
3440.0cm-1,-1.214680501181011e+22,-1.7228793643699885e+21,1.3869684376180087e+22
3441.0cm-1,-7.039673687535546e+22,-8.744574269056581e+21,7.914131114441157e+22
3442.0cm-1,-2.3884348181222617e+22,-4.0853780205029074e+21,2.796972620172551e+22
3443.0cm-1,-1.3469017917607964e+21,-3.377537142079139e+20,1.6846555059687197e+21
3444.0cm-1,-8.533209621171273e+21,-1.3993857762775324e+21,9.932595397448912e+21
3445.0cm-1,-3.5452266526038137e+22,-5.212777373983616e+21,4.066504390002184e+22
3446.0cm-1,-1.4344239565744432e+22,-3.342808812052783e+21,1.768704837779723e+22
3447.0cm-1,-1.6109681737942302e+22,-3.051322699126876e+21,1.9161004437069204e+22
3448.0cm-1,-9.034393377990735e+21,-1.5859087362197779e+21,1.062030211421054e+22
3449.0cm-1,-3.5273693000676053e+21,-7.477791681638674e+20,4.2751484682315026e+21
3450.0cm-1,-4.72731171796838e+21,-1.1494996083021726e+21,5.876811326270532e+21
3451.0cm-1,-2.3762993308920137e+22,-6.368970804808489e+21,3.0131964113728785e+22
3452.0cm-1,-4.525784597370029e+22,-1.373948910908528e+21,4.663179488460893e+22
3453.0cm-1,-4.99305656697498e+22,-3.061825333831665e+21,5.299239100358196e+22
3454.0cm-1,-9.963337580210405e+22,3.040951646264832e+22,6.922385933945554e+22
3455.0cm-1,-3.2101140063308795e+22,-4.855153783292883e+21,3.6956293846602116e+22
3456.0cm-1,-1.1031336757072922e+22,-2.67217101751897e+21,1.370350777459186e+22
3457.0cm-1,-7.076985185548196e+21,-8.525392535038338e+20,7.929524439052023e+21
3458.0cm-1,-5.246618975847434e+21,-1.30997046907625e+21,6.556589444923716e+21
3459.0cm-1,-1.6551834762629035e+22,-2.2292029197382517e+21,1.878103768236737e+22
3460.0cm-1,-1.6908300685782072e+22,2.2877012565307876e+22,-5.968711879525765e+21
3461.0cm-1,-2.132557120632942e+22,-1.6302560887708972e+21,2.2955827295100382e+22
3462.0cm-1,-1.2500578755787574e+22,1.2670934114613405e+22,-1.703553588250652e+20
3463.0cm-1,-3.3879665520988305e+21,-4.7993149777935014e+20,3.8678980498782007e+21
3464.0cm-1,7.126996326224866e+21,2.1788072159235572e+22,-2.8915068485460143e+22
3465.0cm-1,-4.942655648236897e+22,3.84754713006383e+20,4.904180176936241e+22
3466.0cm-1,-8.718809749985897e+21,-1.7040388026031006e+21,1.0422848552589028e+22
3467.0cm-1,-1.4079003715233503e+23,3.7667960017391593e+22,1.0312207713494229e+23
3468.0cm-1,-6.324311425231753e+21,-1.6174814347472753e+21,7.941792859978997e+21
3469.0cm-1,-1.603210158870373e+22,-3.398844165286798e+21,1.943094575399057e+22
3470.0cm-1,-2.101143553523489e+22,-5.506417765601603e+21,2.6517853300836465e+22
3471.0cm-1,-2.730436879003864e+22,-3.3528406871110063e+21,3.0657209477149548e+22
3472.0cm-1,-6.515517414993306e+21,-1.4694944487617557e+21,7.985011863755098e+21
3473.0cm-1,-3.8012572949239746e+21,-8.263592639309231e+20,4.627616558854909e+21
3474.0cm-1,-2.3494291507099533e+22,-4.431662806912161e+21,2.792595431401161e+22
3475.0cm-1,-7.4948462575138026e+22,1.0042837670750378e+21,7.394417880806329e+22
3476.0cm-1,-6.967724997975538e+21,-1.1803123560649479e+21,8.148037354040496e+21
3477.0cm-1,-4.162716035512383e+22,-2.1192228240783214e+21,4.374638317920187e+22
3478.0cm-1,-5.1872128505190365e+22,2.602011230823616e+22,2.585201619695294e+22
3479.0cm-1,-8.838199436932124e+22,1.6013480065395673e+21,8.678064636278113e+22
3480.0cm-1,-5.104292424282007e+21,-1.2978266538710598e+21,6.40211907815308e+21
3481.0cm-1,-1.8092730151192029e+22,-1.5344228830077589e+21,1.9627153034199748e+22
3482.0cm-1,-6.270658288827812e+22,8.429819436342242e+20,6.1863600944643656e+22
3483.0cm-1,-2.1309838203260873e+22,-2.93649361107686e+21,2.4246331814337824e+22
3484.0cm-1,-8.562916446617067e+22,1.381950618775114e+22,7.180965827841942e+22
3485.0cm-1,-5.747356407013778e+21,-8.550641973362729e+20,6.602420604350039e+21
3486.0cm-1,-1.2347661447694337e+22,-2.1869775591506667e+21,1.4534639006845034e+22
3487.0cm-1,-6.454211814064779e+22,-1.117687247384573e+22,7.571899061449295e+22
3488.0cm-1,-1.3845495194141113e+22,-3.84239563854378e+21,1.7687890832684902e+22
3489.0cm-1,-2.1469695668013537e+23,-1.8640066814440885e+21,2.1656096336157735e+23
3490.0cm-1,-1.875525399885842e+22,-2.5708964695936834e+21,2.1326150468452154e+22
3491.0cm-1,-1.928637533100971e+23,2.1434752003906575e+22,1.714290013061914e+23
3492.0cm-1,-1.2827903494202138e+23,-1.9290948084843455e+21,1.302081297505052e+23
3493.0cm-1,-9.841378053247999e+22,2.844366726026879e+21,9.556941380645386e+22
3494.0cm-1,-6.5160622166972e+22,-3.0750448327515166e+21,6.823566699972306e+22
3495.0cm-1,-1.3633743798193338e+23,-1.3221430816787898e+22,1.4955886879872064e+23
3496.0cm-1,2.9611453244397925e+21,2.4792793104646756e+22,-2.7753938429089113e+22
3497.0cm-1,-3.0472912342703153e+22,-3.506242704133372e+21,3.397915504683666e+22
3498.0cm-1,1.0148694442269362e+22,2.9135396559786464e+22,-3.928409100205442e+22
3499.0cm-1,-1.551054257314576e+22,1.6795084377893936e+22,-1.2845418047485903e+21
3500.0cm-1,-1.7962496475126588e+22,3.7364831872208777e+22,-1.9402335397082277e+22
3501.0cm-1,-2.062307335030532e+22,-2.1222970388916425e+21,2.2745370389196977e+22
3502.0cm-1,-3.2858187795742593e+22,-2.53111727822894e+21,3.5389305073971294e+22
3503.0cm-1,-1.1912113437832995e+23,3.6492763706338996e+22,8.262837067199103e+22
3504.0cm-1,-2.163164860801833e+22,-2.6115615988269517e+21,2.4243210206845327e+22
3505.0cm-1,-4.4485203854011996e+22,-6.157162294311968e+21,5.0642366148324064e+22
3506.0cm-1,-7.577064768291501e+22,-1.9189899705330321e+21,7.76896376534486e+22
3507.0cm-1,-2.2070124467756206e+22,-6.601385120040141e+21,2.8671509587796213e+22
3508.0cm-1,-5.012556175969284e+22,-6.11391501020787e+21,5.6239476769900705e+22
3509.0cm-1,-3.795508472890784e+22,-5.355537393563846e+21,4.331062212247163e+22
3510.0cm-1,-2.723548183585719e+22,-6.134706247306435e+21,3.337018808316373e+22
3511.0cm-1,-3.3599634955752626e+22,-5.07315013460675e+21,3.867278509035952e+22
3512.0cm-1,-2.9471159049616643e+22,-4.872222104098206e+21,3.434338115371489e+22
3513.0cm-1,-5.291266239563849e+22,-4.96706272905301e+21,5.787972512469164e+22
3514.0cm-1,-6.298057817430097e+22,-1.0331894729355513e+22,7.331247290365609e+22
3515.0cm-1,-3.820304836696067e+22,-1.7498284878327158e+22,5.570133324528704e+22
3516.0cm-1,-5.640539779838968e+22,-5.559399311657648e+21,6.196479711004755e+22
3517.0cm-1,-8.707717390766987e+22,-1.2326230388689572e+21,8.830979694653895e+22
3518.0cm-1,-7.643441140509052e+22,-5.527597596802658e+21,8.196200900189293e+22
3519.0cm-1,-8.37127614901025e+22,-2.1269738791813796e+21,8.58397353692841e+22
3520.0cm-1,-1.1796922079268691e+23,1.5158499195158333e+22,1.0281072159752972e+23
3521.0cm-1,-9.41473793663589e+22,-5.358607778466878e+21,9.950598714482612e+22
3522.0cm-1,-1.3164511376709617e+23,-1.4870749492719124e+22,1.465158632598159e+23
3523.0cm-1,-8.142500370743893e+22,9.116110183571393e+21,7.230889352386848e+22
3524.0cm-1,-1.5005171056722906e+23,2.12722903578106e+22,1.287794202094182e+23
3525.0cm-1,-1.6414178433673123e+23,3.781776660200878e+22,1.2632401773472475e+23
3526.0cm-1,-1.4191099042571514e+23,1.536156115061306e+22,1.265494292751045e+23
3527.0cm-1,-1.1968927116016813e+23,5.94096966117454e+21,1.1374830149899467e+23
3528.0cm-1,-1.574477277925077e+23,4.123785450265903e+22,1.1620987328985144e+23
3529.0cm-1,-1.6637119576229205e+23,2.26110063480435e+22,1.437601894142492e+23
3530.0cm-1,-1.984168418771683e+23,2.075387265830826e+22,1.7766296921885954e+23
3531.0cm-1,-2.3828793128866053e+23,4.528018374555486e+22,1.9300774754310584e+23
3532.0cm-1,-1.088614178092566e+23,7.187454172461322e+21,1.016739636367938e+23
3533.0cm-1,-1.9929905380087485e+23,7.108645657701631e+22,1.2821259722386249e+23
3534.0cm-1,-1.9494953252243835e+23,4.001514298874093e+22,1.549343895336964e+23
3535.0cm-1,-1.731703813372599e+23,1.1237039806682055e+20,1.7305801093919213e+23
3536.0cm-1,-1.4849039020659524e+23,-6.370053265819556e+21,1.5486044347241074e+23
3537.0cm-1,-1.4218432040142892e+23,4.608246441643105e+22,9.610185598499761e+22
3538.0cm-1,-1.9382307999910747e+23,5.41121120980072e+22,1.3971096790110204e+23
3539.0cm-1,-2.6179866047428058e+23,4.9433197607085155e+22,2.1236546286719597e+23
3540.0cm-1,-8.936240728522734e+22,1.1200076376216768e+22,7.816233090896492e+22
3541.0cm-1,-1.9361741132933572e+23,4.269872691277274e+22,1.5091868441656677e+23
3542.0cm-1,-1.7107414443033775e+23,1.4709841028592546e+22,1.5636430340174167e+23
3543.0cm-1,-8.124442431028606e+22,9.318131205979401e+21,7.1926293104304945e+22
3544.0cm-1,-1.681704248916228e+23,3.917078561698039e+20,1.6777871703545072e+23
3545.0cm-1,-1.26366612834394e+23,2.9468751756031697e+22,9.689786107836329e+22
3546.0cm-1,1.3853133053459452e+23,-1.658217521656736e+22,-1.2194915531802885e+23
3547.0cm-1,-9.392883098754577e+22,1.805774220874189e+22,7.587108877880467e+22
3548.0cm-1,-1.145723461113986e+23,2.5079551020917775e+22,8.949279509048204e+22
3549.0cm-1,-7.959856224105525e+22,1.9192053534717607e+22,6.040650870633783e+22
3550.0cm-1,-3.831335098007456e+22,2.990396862547325e+22,8.409382354601783e+21
3551.0cm-1,-2.3534201501772086e+22,2.008089481268738e+22,3.453306689084172e+21
3552.0cm-1,-2.689636423489792e+22,1.3125682168326917e+22,1.3770682066572216e+22
3553.0cm-1,-2.151553222970865e+22,1.0665713384678146e+22,1.084981884503059e+22
3554.0cm-1,-1.9971031713570527e+22,1.6415946830307643e+22,3.555084883263635e+21
3555.0cm-1,2.2598921903360975e+22,4.3892668814374674e+21,-2.698818878479855e+22
3556.0cm-1,-1.2159087154356992e+22,1.6814697580856332e+22,-4.655610426498848e+21
3557.0cm-1,-5.09008227967231e+21,1.3113870445358982e+22,-8.023788165686409e+21
3558.0cm-1,-1.1432987880362114e+22,1.0218328494331302e+22,1.2146593860302893e+21
3559.0cm-1,-8.665616138517171e+21,1.0970226456772743e+22,-2.3046103182552035e+21
3560.0cm-1,-1.7044513700817054e+22,1.188238851239209e+22,5.162125188425042e+21
3561.0cm-1,-1.8229788450187138e+21,8.207052540978077e+21,-6.384073695958931e+21
3562.0cm-1,-9.135010676488744e+21,1.2490794517937942e+22,-3.3557838414491466e+21
3563.0cm-1,-6.125523269123918e+20,7.168342165625108e+21,-6.555789838712682e+21
3564.0cm-1,1.8989739239436219e+21,5.633725722471199e+21,-7.532699646414876e+21
3565.0cm-1,-3.185219211833419e+22,1.2265541459857063e+22,1.9586650658477185e+22
3566.0cm-1,-1.1079498337399855e+22,1.1005932481199884e+22,7.356585620014074e+19
3567.0cm-1,-1.3310887470375258e+21,3.4631995168401863e+21,-2.1321107698026448e+21
3568.0cm-1,-4.234220334531053e+22,1.8633606531666841e+22,2.3708596813644027e+22
3569.0cm-1,-2.1076369433456888e+22,8.648490174258494e+21,1.2427879259198011e+22
3570.0cm-1,4.3227141102002383e+21,2.3091666404703344e+21,-6.631880750670538e+21
3571.0cm-1,-2.4352621039349047e+22,1.124468976928337e+22,1.310793127006584e+22
3572.0cm-1,-4.546041657902157e+22,-2.3406634993208643e+20,4.569448292895376e+22
3573.0cm-1,4.2166094407413996e+20,2.59024934112409e+21,-3.01191028519827e+21
3574.0cm-1,-1.867572609139346e+22,-1.2918368690263574e+21,1.9967562960419538e+22
3575.0cm-1,-3.067076705036934e+22,7.540801035798732e+21,2.3129966014570793e+22
3576.0cm-1,-9.597439455619172e+21,-1.3412913510073688e+21,1.093873080662655e+22
3577.0cm-1,-1.0047734610315894e+21,1.954562038638158e+21,-9.497885776065866e+20
3578.0cm-1,-3.433714968519494e+21,3.8998201781381434e+21,-4.6610520961874166e+20
3579.0cm-1,-1.3061323996076235e+21,-2.0526441909477753e+21,3.3587765905553e+21
3580.0cm-1,-2.1387176382044258e+21,1.7409204188299634e+21,3.9779721937441436e+20
3581.0cm-1,-1.6306991434168907e+20,1.3412982188870614e+21,-1.178228304545388e+21
3582.0cm-1,-1.0700000200529537e+21,1.2986029000416958e+21,-2.2860287998869832e+20
3583.0cm-1,-2.674175087497204e+22,-3.7093672354037016e+21,3.045111811037583e+22
3584.0cm-1,-1.8910131257210194e+21,5.890817220698842e+20,1.3019314036511424e+21
3585.0cm-1,-8.96096355051117e+21,-3.905651397022576e+20,9.351528690213407e+21
3586.0cm-1,-2.8125419864371075e+20,4.513481732785758e+20,-1.7009397463486326e+20
3587.0cm-1,-7.951866808965058e+20,1.1999559547885097e+21,-4.0476927389201026e+20
3588.0cm-1,-1.3910198219084543e+21,-2.1028105352000002e+20,1.6013008754284576e+21
3589.0cm-1,-2.1622603756484698e+21,-5.804410670151662e+20,2.7427014426636216e+21
3590.0cm-1,-5.697637337359255e+19,3.8870146938883093e+20,-3.3172509601523565e+20
3591.0cm-1,-6.765423271637972e+21,8.328822238690517e+20,5.932541047768816e+21
3592.0cm-1,-2.249051092472486e+20,3.913296564374536e+20,-1.6642454719020332e+20
3593.0cm-1,-1.1827270668613778e+22,1.2914499054600379e+22,-1.0872283859866473e+21
3594.0cm-1,-1.561182823683608e+20,2.9175761780982147e+20,-1.3563933544146543e+20
3595.0cm-1,6.806252641424894e+19,6.462039095845778e+19,-1.326829173727079e+20
3596.0cm-1,-5.219152013791364e+21,3.4514511354852344e+20,4.874006900242819e+21
3597.0cm-1,-6.502337980448556e+20,3.807239770091127e+20,2.6950982103573748e+20
3598.0cm-1,-5.4133116458677993e+20,7.091994460946216e+19,4.704112199773121e+20
3599.0cm-1,-1.6593654844598932e+21,7.567337281817311e+20,9.026317562781942e+20
3600.0cm-1,-6.478776825621149e+19,1.814248463266446e+20,-1.1663707807043237e+20
3601.0cm-1,-2.0386236193789035e+21,-6.072311035391077e+20,2.6458547229180407e+21
3602.0cm-1,-1.825472153209543e+20,1.8714966599874842e+20,-4.602450677792963e+18
3603.0cm-1,-1.0728669643304092e+20,8.372887081734919e+19,2.3557825615691993e+19
3604.0cm-1,-3.758816849137609e+21,1.2396912216856783e+18,3.7575771579159145e+21
3605.0cm-1,-4.324242912107948e+20,1.6892190999799312e+21,-1.2567948087691342e+21
3606.0cm-1,6.241180870270299e+18,5.266255460528878e+19,-5.890373547556005e+19
3607.0cm-1,-9.606988647395333e+20,1.303459028346335e+20,8.303529619049025e+20
3608.0cm-1,-5.538148195041848e+19,2.5981310188336015e+20,-2.0443161993293863e+20
3609.0cm-1,3.0466647697575006e+19,1.1095581189726333e+20,-1.4142245959483785e+20
3610.0cm-1,-1.6667060051514227e+19,1.5716279383871973e+19,9.507806676416141e+17
3611.0cm-1,5.727551482686464e+18,6.049122219241713e+19,-6.621877367510322e+19
3612.0cm-1,-2.2690563930217533e+19,3.1173001927831077e+19,-8.482437997615005e+18
3613.0cm-1,-1.7515662141774218e+21,-3.6899806175964915e+20,2.1205642759370784e+21
3614.0cm-1,-2.402399121155059e+19,1.2222457938253683e+20,-9.820058817098562e+19
3615.0cm-1,-3.2470664819042378e+19,1.002854785892049e+20,-6.781481377016591e+19
3616.0cm-1,-5.588528009194514e+20,1.2860239490354554e+20,4.302504060159025e+20
3617.0cm-1,-6.622862161371641e+21,-7.035672029363604e+20,7.326429364308015e+21
3618.0cm-1,-2.409253225119689e+22,-2.4579603948050616e+21,2.655049264600158e+22
3619.0cm-1,-7.287967379826294e+19,3.6437748805776257e+19,3.644192499248631e+19
3620.0cm-1,-2.9228943119982637e+19,9.285926519246542e+19,-6.363032207248279e+19
3621.0cm-1,-1.750238709256622e+20,8.139296561271102e+19,9.363090531295243e+19
3622.0cm-1,-3.5072856383958475e+19,2.1564650948048958e+20,-1.805736530965297e+20
3623.0cm-1,-1.3823804408916302e+19,2.2461241014097805e+19,-8.637436605181698e+18
3624.0cm-1,-2.3912394278363324e+19,3.8166877161810305e+19,-1.4254482883447153e+19
3625.0cm-1,-7.789500190137747e+18,2.2185029952001503e+19,-1.4395529761863672e+19
3626.0cm-1,-1.425958526014138e+19,2.8284320032696037e+19,-1.402473477255457e+19
3627.0cm-1,-5.413947043105762e+18,2.138945338362298e+19,-1.597550634051696e+19
3628.0cm-1,-3.8723959885201915e+18,1.7842537496002677e+19,-1.3970141507482323e+19
3629.0cm-1,-1.157697947825413e+21,1.4217395769696477e+20,1.0155239901284423e+21
3630.0cm-1,-3.4803760471185555e+21,8.515301101548041e+19,3.395223036103117e+21
3631.0cm-1,-2.27710263407946e+22,1.3032326786634643e+22,9.738699554159969e+21
3632.0cm-1,-7.179547721990167e+18,2.409397588286994e+19,-1.6914428160879534e+19
3633.0cm-1,-4.932524402377867e+22,-7.764854235821235e+21,5.709009825959983e+22
3634.0cm-1,-1.9318595727092613e+21,-2.8642357385021853e+20,2.2182831465594807e+21
3635.0cm-1,2.8777228292444386e+20,1.3110211237455012e+21,-1.5987934066699201e+21
3636.0cm-1,-1.1875552525670213e+20,-3.94520205706313e+19,1.5820754582733318e+20
3637.0cm-1,-4.719341085297552e+20,1.038332096842e+21,-5.663979883122548e+20
3638.0cm-1,-2.2344108549458693e+20,2.089313070610454e+20,1.450977843354777e+19
3639.0cm-1,7.79784214154301e+18,3.5695760321833245e+20,-3.6475544535988044e+20
3640.0cm-1,-1.4676318221947573e+21,9.434117559623424e+20,5.242200662324296e+20
3641.0cm-1,-9.688292561908795e+20,4.75812731210107e+20,4.930165249807775e+20
3642.0cm-1,1.6287533268249838e+20,1.5883356875003945e+18,-1.6446366836999874e+20
3643.0cm-1,-7.62979423010963e+18,2.8186331527262167e+19,-2.0556537297152578e+19
3644.0cm-1,-1.0386261898168862e+22,1.7909751279260273e+22,-7.523489381091381e+21
3645.0cm-1,-5.073752824749213e+19,5.5324901044805706e+19,-4.587372797313607e+18
3646.0cm-1,-2.938765086710695e+20,-5.027640884645783e+19,3.441529175175272e+20
3647.0cm-1,-1.3745172572710453e+21,-1.1787376410648325e+20,1.4923910213775167e+21
3648.0cm-1,-4.179329018229694e+20,-1.2395989619094798e+20,5.4189279801391704e+20
3649.0cm-1,-4.579553828715669e+21,-1.0201469147804154e+21,5.599700743496063e+21
3650.0cm-1,-4.7379775017484845e+20,1.1887707851132764e+21,-7.149730349383974e+20
3651.0cm-1,-9.73852244254795e+18,1.3166573472240378e+20,-1.2192721227985274e+20
3652.0cm-1,-6.361286247303425e+21,-1.6432327914068535e+21,8.004519038710315e+21
3653.0cm-1,-1.5804002853805522e+21,1.1604552336706965e+21,4.199450517099058e+20
3654.0cm-1,-3.6169455128964545e+21,1.5366357951562906e+22,-1.174941243866612e+22
3655.0cm-1,-1.2760088924066183e+19,1.8515284822144606e+19,-5.755195898078636e+18
3656.0cm-1,9.193363958389095e+19,1.989860705685332e+20,-2.9091971015242377e+20
3657.0cm-1,6.018565335466278e+20,4.439905179558068e+21,-5.041761713104694e+21
3658.0cm-1,-4.154832066914938e+19,8.554409849322083e+19,-4.399577782407228e+19
3659.0cm-1,3.1090957929716137e+18,3.816139427552705e+19,-4.12704900684987e+19
3660.0cm-1,1.6265988197757414e+18,5.072463189807276e+19,-5.235123071784914e+19
3661.0cm-1,1.860998206763907e+19,5.901463764695154e+19,-7.762461971459103e+19
3662.0cm-1,-7.531016694882914e+21,9.125489195008025e+21,-1.5944725001251903e+21
3663.0cm-1,1.5334138667177447e+21,2.4865411584776874e+21,-4.01995502519544e+21
3664.0cm-1,-1.2022615792781595e+20,2.2820595918972862e+20,-1.0797980126191064e+20
3665.0cm-1,2.3364285656087916e+18,1.5120485701703552e+20,-1.5354128558264526e+20
3666.0cm-1,-6.46472567760454e+20,1.5299623350979957e+21,-8.834897673376245e+20
3667.0cm-1,4.025366717623504e+20,1.2433295444870048e+21,-1.6458662162493384e+21
3668.0cm-1,-1.2476343602068772e+20,3.1052822031332855e+20,-1.8576478429264514e+20
3669.0cm-1,1.5715308832938023e+20,2.8583240316240888e+20,-4.429854914917917e+20
3670.0cm-1,-1.1607258918352952e+20,6.957977633579598e+20,-5.797251741744309e+20
3671.0cm-1,-4.024476024049549e+21,4.780310927707404e+21,-7.558349036576873e+20
3672.0cm-1,-1.75830299483439e+21,4.1044121020030963e+21,-2.3461091071686242e+21
3673.0cm-1,-3.2556290677657023e+20,9.15552642115821e+20,-5.899897353392648e+20
3674.0cm-1,-2.505868265414045e+20,1.2735886829216465e+21,-1.0230018563802421e+21
3675.0cm-1,-3.0448313065989745e+21,5.039262849604604e+21,-1.9944315430055578e+21
3676.0cm-1,-1.0066655380997713e+22,1.38536355789792e+22,-3.786980197981387e+21
3677.0cm-1,2.3536118251120283e+21,3.5455568450940017e+21,-5.899168670206013e+21
3678.0cm-1,-4.120764687793917e+20,2.834037232966404e+21,-2.421960764187031e+21
3679.0cm-1,9.749664671303196e+21,8.602663456043958e+19,-9.835691305863645e+21
3680.0cm-1,-3.470970506683523e+21,7.170465607211607e+21,-3.6994951005280414e+21
3681.0cm-1,7.779817464032509e+21,7.546318756744662e+21,-1.532613622077696e+22
